布魔方产品型号	颜色-红	颜色-黄	颜色-蓝	颜色-绿	颜色-咖	颜色-黑白灰	风格-美式	风格-欧式	风格-中式	风格-现代	风格-混搭	工艺-提花	工艺-绣花	工艺-印花	工艺-素织物	工艺-其他	材质-棉麻	材质-雪尼尔	材质-涤丝经面	材质-羊毛混纺	材质-其他	应用-沙发	应用-窗帘	应用-墙布	应用-抱枕	应用-床品	应用-其他	价格-单幅	价格-宽幅	成分(%)	每平方克重(g/㎡±5%)	幅宽-单幅（±2cm）	幅宽-宽幅（±2cm）	花型尺寸-横向（cm）	花型尺寸-纵向（cm）	原产地	水洗标-可水洗	水洗标-不可机洗	水洗标-可加干洗剂干洗	水洗标-不可干洗	可滚筒烘干	不可滚筒烘干	水洗标-低温熨烫	水洗标-不可熨烫	水洗标-可漂白	水洗标-不可漂白	花型图-1600px*800px	花型图-800px*800px	质地图-1600px*800px	质地图-800px*800px	质地图-400px*200px	质地图-400px*400px	搭配面料1	搭配面料2	搭配面料3	搭配面料4	搭配面料5	搭配面料6	检测报告
FHJ0078-10	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 30%粘胶 8%腈纶	561	142	284	71	62.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0078-10-D1	FHJ0078-10-D2	FHJ0078-10-Q1	FHJ0078-10-Q2	FHJ0078-10-Q3	FHJ0078-10-Q4	FHJ0079-10	FHJ0080-10	FHJ0081-10	FHJ0060-10	0	0	0
FHJ0078-20	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 30%粘胶 8%腈纶	561	142	284	71	62.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0078-20-D1	FHJ0078-20-D2	FHJ0078-20-Q1	FHJ0078-20-Q2	FHJ0078-20-Q3	FHJ0078-20-Q4	FHJ0079-21	FHJ0080-20	FHJ0081-20	FHJ0060-20	0	0	0
FHJ0078-01	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	62%涤纶 30%粘胶 8%腈纶	561	142	284	71	62.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0078-01-D1	FHJ0078-01-D2	FHJ0078-01-Q1	FHJ0078-01-Q2	FHJ0078-01-Q3	FHJ0078-01-Q4	FHJ0080-40	FHJ0079-01	FHJ0081-40	FHJ0060-40	0	0	0
FHJ0060-30	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	57%涤纶34%粘胶9%腈纶	501	142	284	71	85.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0060-30-D1	FHJ0060-30-D2	FHJ0060-30-Q1	FHJ0060-30-Q2	FHJ0060-30-Q3	FHJ0060-30-Q4	FHJ0078-30	FHJ0079-30	FHJ0080-30	FHJ0081-30	0	0	0
FHJ0060-50	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	57%涤纶 34%粘胶 9%腈纶	501	142	284	71	85.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0060-50-D1	FHJ0060-50-D2	FHJ0060-50-Q1	FHJ0060-50-Q2	FHJ0060-50-Q3	FHJ0060-50-Q4	FHJ0078-50	FHJ0079-20	FHJ0080-50	FHJ0081-50	0	0	0
FHJ0060-40	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	57%涤纶 34%粘胶 9%腈纶	501	142	284	71	85.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0060-40-D1	FHJ0060-40-D2	FHJ0060-40-Q1	FHJ0060-40-Q2	FHJ0060-40-Q3	FHJ0060-40-Q4	FHJ0078-01	FHJ0080-40	FHJ0079-01	FHJ0081-40	0	0	0
FHJ0060-10	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	57%涤纶 34%粘胶 9%腈纶	501	142	284	71	85.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0060-10-D1	FHJ0060-10-D2	FHJ0060-10-Q1	FHJ0060-10-Q2	FHJ0060-10-Q3	FHJ0060-10-Q4	FHJ0078-10	FHJ0079-10	FHJ0080-10	FHJ0081-10	0	0	0
FHJ0060-20	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	57%涤纶 34%粘胶 9%腈纶	501	142	284	71	85.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0060-20-D1	FHJ0060-20-D2	FHJ0060-20-Q1	FHJ0060-20-Q2	FHJ0060-20-Q3	FHJ0060-20-Q4	FHJ0078-20	FHJ0079-21	FHJ0080-20	FHJ0081-20	0	0	0
FHJ0060-01	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	57%涤纶 34%粘胶 9%腈纶	501	142	284	71	85.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0060-01-D1	FHJ0060-01-D2	FHJ0060-01-Q1	FHJ0060-01-Q2	FHJ0060-01-Q3	FHJ0060-01-Q4	FHJ0079-40	FHJ0079-30	FHJ0080-30	FHJ0081-30	FHJ0078-30	0	0
FHJ0079-30	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	52%涤纶 48%粘胶    	456	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0079-30-D1	FHJ0079-30-D2	FHJ0079-30-Q1	FHJ0079-30-Q2	FHJ0079-30-Q3	FHJ0079-30-Q4	FHJ0080-30	FHJ0081-30	FHJ0078-30	FHJ0060-30	0	0	0
FHJ0079-20	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	52%涤纶 48%粘胶    	456	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0079-20-D1	FHJ0079-20-D2	FHJ0079-20-Q1	FHJ0079-20-Q2	FHJ0079-20-Q3	FHJ0079-20-Q4	FHJ0080-50	FHJ0081-50	FHJ0078-50	FHJ0060-50	0	0	0
FHJ0079-40	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	52%涤纶 48%粘胶    	456	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0079-40-D1	FHJ0079-40-D2	FHJ0079-40-Q1	FHJ0079-40-Q2	FHJ0079-40-Q3	FHJ0079-40-Q4	FHJ0079-30	FHJ0060-01	FHJ0080-30	FHJ0081-30	FHJ0078-30	0	0
FHJ0079-10	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	52%涤纶 48%粘胶    	456	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0079-10-D1	FHJ0079-10-D2	FHJ0079-10-Q1	FHJ0079-10-Q2	FHJ0079-10-Q3	FHJ0079-10-Q4	FHJ0080-10	FHJ0081-10	FHJ0078-10	FHJ0060-10	0	0	0
FHJ0079-21	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	52%涤纶 48%粘胶    	456	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0079-21-D1	FHJ0079-21-D2	FHJ0079-21-Q1	FHJ0079-21-Q2	FHJ0079-21-Q3	FHJ0079-21-Q4	FHJ0080-20	FHJ0081-20	FHJ0078-20	FHJ0060-20	0	0	0
FHJ0079-01	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	52%涤纶 48%粘胶    	456	144	288	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHJ0079-01-D1	FHJ0079-01-D2	FHJ0079-01-Q1	FHJ0079-01-Q2	FHJ0079-01-Q3	FHJ0079-01-Q4	FHJ0080-01	FHJ0079-40	FHJ0081-01	FHJ0078-40	0	0	0
FHJ0080-30	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	518	142	284	8.9	12.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0080-30-D1	FHJ0080-30-D2	FHJ0080-30-Q1	FHJ0080-30-Q2	FHJ0080-30-Q3	FHJ0080-30-Q4	FHJ0078-30	FHJ0079-30	FHJ0081-30	FHJ0060-30	0	0	0
FHJ0080-50	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	518	142	284	8.9	12.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0080-50-D1	FHJ0080-50-D2	FHJ0080-50-Q1	FHJ0080-50-Q2	FHJ0080-50-Q3	FHJ0080-50-Q4	FHJ0078-50	FHJ0079-20	FHJ0081-50	FHJ0060-50	0	0	0
FHJ0080-40	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	518	142	284	8.9	12.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0080-40-D1	FHJ0080-40-D2	FHJ0080-40-Q1	FHJ0080-40-Q2	FHJ0080-40-Q3	FHJ0080-40-Q4	FHJ0079-01	FHJ0081-40	FHJ0078-01	FHJ0060-40	0	0	0
FHJ0080-10	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	518	142	284	8.9	12.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0080-10-D1	FHJ0080-10-D2	FHJ0080-10-Q1	FHJ0080-10-Q2	FHJ0080-10-Q3	FHJ0080-10-Q4	FHJ0079-10	FHJ0081-10	FHJ0078-10	FHJ0060-10	0	0	0
FHJ0080-20	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	518	142	284	8.9	12.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0080-20-D1	FHJ0080-20-D2	FHJ0080-20-Q1	FHJ0080-20-Q2	FHJ0080-20-Q3	FHJ0080-20-Q4	FHJ0060-20	FHJ0078-20	FHJ0079-21	FHJ0081-20	0	0	0
FHJ0080-01	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	518	142	284	8.9	12.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0080-01-D1	FHJ0080-01-D2	FHJ0080-01-Q1	FHJ0080-01-Q2	FHJ0080-01-Q3	FHJ0080-01-Q4	FHJ0078-40	FHJ0079-01	FHJ0079-40	FHJ0081-01	0	0	0
FHJ0081-30	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	512	142	284	36.5	36.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0081-30-D1	FHJ0081-30-D2	FHJ0081-30-Q1	FHJ0081-30-Q2	FHJ0081-30-Q3	FHJ0081-30-Q4	FHJ0078-30	FHJ0079-30	FHJ0080-30	FHJ0060-30	0	0	0
FHJ0081-50	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	512	142	284	36.5	36.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0081-50-D1	FHJ0081-50-D2	FHJ0081-50-Q1	FHJ0081-50-Q2	FHJ0081-50-Q3	FHJ0081-50-Q4	FHJ0078-50	FHJ0079-20	FHJ0080-50	FHJ0060-50	0	0	0
FHJ0081-40	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	512	142	284	36.5	36.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0081-40-D1	FHJ0081-40-D2	FHJ0081-40-Q1	FHJ0081-40-Q2	FHJ0081-40-Q3	FHJ0081-40-Q4	FHJ0060-40	FHJ0078-01	FHJ0080-40	FHJ0079-01	0	0	0
FHJ0081-10	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	512	142	284	36.5	36.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0081-10-D1	FHJ0081-10-D2	FHJ0081-10-Q1	FHJ0081-10-Q2	FHJ0081-10-Q3	FHJ0081-10-Q4	FHJ0079-10	FHJ0080-10	FHJ0078-10	FHJ0060-10	0	0	0
FHJ0081-20	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	512	142	284	36.5	36.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0081-20-D1	FHJ0081-20-D2	FHJ0081-20-Q1	FHJ0081-20-Q2	FHJ0081-20-Q3	FHJ0081-20-Q4	FHJ0060-20	FHJ0078-20	FHJ0079-21	FHJ0080-20	0	0	0
FHJ0081-01	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	59%涤纶33%粘胶8%腈纶	512	142	284	36.5	36.3	中国	0	1	1	0	0	1	1	0	0	1	FHJ0081-01-D1	FHJ0081-01-D2	FHJ0081-01-Q1	FHJ0081-01-Q2	FHJ0081-01-Q3	FHJ0081-01-Q4	FHJ0079-01	FHJ0078-40	FHJ0060-01	0	0	0	0
FHJ0082-50	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	72%涤纶 28%粘胶 	299	154	0	38.4	55.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0082-50-D1	FHJ0082-50-D2	FHJ0082-50-Q1	FHJ0082-50-Q2	FHJ0082-50-Q3	FHJ0082-50-Q4	FHJ0058-40	FHJ0008-41	FHJ0025-30	FHJ0084-41	0	0	0
FHJ0082-10	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	72%涤纶 28%粘胶 	299	154	0	38.4	55.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0082-10-D1	FHJ0082-10-D2	FHJ0082-10-Q1	FHJ0082-10-Q2	FHJ0082-10-Q3	FHJ0082-10-Q4	FHJ0057-41	FHJ0083-50	0	0	0	0	0
FHJ0083-50	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶	181	156	0	19.5	22.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0083-50-D1	FHJ0083-50-D2	FHJ0083-50-Q1	FHJ0083-50-Q2	FHJ0083-50-Q3	FHJ0083-50-Q4	FHJ0082-10	FHJ0057-41	0	0	0	0	0
FHJ0083-30	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	100%涤纶	181	156	0	19.5	22.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0083-30-D1	FHJ0083-30-D2	FHJ0083-30-Q1	FHJ0083-30-Q2	FHJ0083-30-Q3	FHJ0083-30-Q4	FHJ0023-40	FHJ0020-42	FHJ0084-41	FHJ0058-42	0	0	0
FHJ0084-40	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	67%涤纶 33%棉	286	146	0	36.5	56	中国	0	1	1	0	0	1	1	0	0	1	FHJ0084-40-D1	FHJ0084-40-D2	FHJ0084-40-Q1	FHJ0084-40-Q2	FHJ0084-40-Q3	FHJ0084-40-Q4	FHJ0058-20	FHJ0020-41	FHJ0025-40	FHJ0028-20	0	0	0
FHJ0084-41	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	67%涤纶 33%棉	286	146	0	36.5	56	中国	0	1	1	0	0	1	1	0	0	1	FHJ0084-41-D1	FHJ0084-41-D2	FHJ0084-41-Q1	FHJ0084-41-Q2	FHJ0084-41-Q3	FHJ0084-41-Q4	FHJ0059-35	FHJ0009-40	FHJ0058-10	0	0	0	0
FHJ0086-20	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	70%涤纶 30%粘胶	401	144	0	36.5	62	中国	0	1	1	0	0	1	1	0	0	1	FHJ0086-20-D1	FHJ0086-20-D2	FHJ0086-20-Q1	FHJ0086-20-Q2	FHJ0086-20-Q3	FHJ0086-20-Q4	FHJ0057-20	FHJ0088-20	FHJ0087-20	0	0	0	0
FHJ0086-40	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	70%涤纶 30%粘胶	401	144	0	36.5	62	中国	0	1	1	0	0	1	1	0	0	1	FHJ0086-40-D1	FHJ0086-40-D2	FHJ0086-40-Q1	FHJ0086-40-Q2	FHJ0086-40-Q3	FHJ0086-40-Q4	FHJ0057-41	FHJ0088-40	FHJ0087-40	0	0	0	0
FHJ0086-01	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	70%涤纶 30%粘胶	401	144	0	36.5	62	中国	0	1	1	0	0	1	1	0	0	1	FHJ0086-01-D1	FHJ0086-01-D2	FHJ0086-01-Q1	FHJ0086-01-Q2	FHJ0086-01-Q3	FHJ0086-01-Q4	FHJ0057-02	FHJ0088-01	FHJ0087-01	0	0	0	0
FHJ0087-20	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	69%涤纶 31%粘胶	405	144	0	72	50.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0087-20-D1	FHJ0087-20-D2	FHJ0087-20-Q1	FHJ0087-20-Q2	FHJ0087-20-Q3	FHJ0087-20-Q4	FHJ0057-20	FHJ0088-20	FHJ0086-20	0	0	0	0
FHJ0087-40	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	69%涤纶 31%粘胶	405	144	0	72	50.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0087-40-D1	FHJ0087-40-D2	FHJ0087-40-Q1	FHJ0087-40-Q2	FHJ0087-40-Q3	FHJ0087-40-Q4	FHJ0057-41	FHJ0086-40	FHJ0088-40	0	0	0	0
FHJ0087-01	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	69%涤纶 31%粘胶	405	144	0	72	50.7	中国	0	1	1	0	0	1	1	0	0	1	FHJ0087-01-D1	FHJ0087-01-D2	FHJ0087-01-Q1	FHJ0087-01-Q2	FHJ0087-01-Q3	FHJ0087-01-Q4	FHJ0086-01	FHJ0057-02	FHJ0088-01	0	0	0	0
FHJ0088-20	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	363	144	0	9	30.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0088-20-D1	FHJ0088-20-D2	FHJ0088-20-Q1	FHJ0088-20-Q2	FHJ0088-20-Q3	FHJ0088-20-Q4	FHJ0057-20	FHJ0086-20	FHJ0087-20	0	0	0	0
FHJ0088-40	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	363	144	0	9	30.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0088-40-D1	FHJ0088-40-D2	FHJ0088-40-Q1	FHJ0088-40-Q2	FHJ0088-40-Q3	FHJ0088-40-Q4	FHJ0087-40	FHJ0057-41	FHJ0086-40	0	0	0	0
FHJ0088-01	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	363	144	0	9	30.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0088-01-D1	FHJ0088-01-D2	FHJ0088-01-Q1	FHJ0088-01-Q2	FHJ0088-01-Q3	FHJ0088-01-Q4	FHJ0087-01	FHJ0086-01	FHJ0057-02	0	0	0	0
FHJ0090-40	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	99%涤纶 1%氨纶	270	141	282	70.5	98	中国	0	1	1	0	0	1	1	0	0	1	FHJ0090-40-D1	FHJ0090-40-D2	FHJ0090-40-Q1	FHJ0090-40-Q2	FHJ0090-40-Q3	FHJ0090-40-Q4	FHJ0063-40	FHJ0046-42	FHJ0034-01	0	0	0	0
FHJ0090-41	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	99%涤纶 1%氨纶	270	141	282	70.5	98	中国	0	1	1	0	0	1	1	0	0	1	FHJ0090-41-D1	FHJ0090-41-D2	FHJ0090-41-Q1	FHJ0090-41-Q2	FHJ0090-41-Q3	FHJ0090-41-Q4	FHJ0075-41	FHJ0063-43	FHJ0035-40	0	0	0	0
FHD0001-02	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	100%涤纶	456	140	0	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHD0001-02-D1	FHD0001-02-D2	FHD0001-02-Q1	FHD0001-02-Q2	FHD0001-02-Q3	FHD0001-02-Q4	0	0	0	0	0	0	0
FHD0001-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	100%涤纶	456	140	0	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHD0001-20-D1	FHD0001-20-D2	FHD0001-20-Q1	FHD0001-20-Q2	FHD0001-20-Q3	FHD0001-20-Q4	0	0	0	0	0	0	0
FHD0001-31	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	100%涤纶	456	140	0	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHD0001-31-D1	FHD0001-31-D2	FHD0001-31-Q1	FHD0001-31-Q2	FHD0001-31-Q3	FHD0001-31-Q4	0	0	0	0	0	0	0
FHD0001-32	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	100%涤纶	456	140	0	0	0	中国	0	1	1	0	0	1	1	0	0	1	FHD0001-32-D1	FHD0001-32-D2	FHD0001-32-Q1	FHD0001-32-Q2	FHD0001-32-Q3	FHD0001-32-Q4	0	0	0	0	0	0	0
FHJ0013-02	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	481	146	292	73	64.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0013-02-D1	FHJ0013-02-D2	FHJ0013-02-Q1	FHJ0013-02-Q2	FHJ0013-02-Q3	FHJ0013-02-Q4	0	0	0	0	0	0	0
FHJ0013-20	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	77%涤纶 23%粘胶	481	146	292	73	64.4	中国	0	1	1	0	0	1	1	0	0	1	FHJ0013-20-D1	FHJ0013-20-D2	FHJ0013-20-Q1	FHJ0013-20-Q2	FHJ0013-20-Q3	FHJ0013-20-Q4	0	0	0	0	0	0	0
FHJ0014-30	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	86%涤纶 12%粘胶 2%麻	369	142	284	71	60.5	中国	0	1	1	0	0	1	1	0	0	1	FHJ0014-30-D1	FHJ0014-30-D2	FHJ0014-30-Q1	FHJ0014-30-Q2	FHJ0014-30-Q3	FHJ0014-30-Q4	0	0	0	0	0	0	0
FHJ0015-01	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	62%涤纶 38%棉	420	143	286	35.5	32	中国	0	1	1	0	0	1	1	0	0	1	FHJ0015-01-D1	FHJ0015-01-D2	FHJ0015-01-Q1	FHJ0015-01-Q2	FHJ0015-01-Q3	FHJ0015-01-Q4	0	0	0	0	0	0	0
FHJ0015-21	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	62%涤纶 38%棉	420	143	286	35.5	32	中国	0	1	1	0	0	1	1	0	0	1	FHJ0015-21-D1	FHJ0015-21-D2	FHJ0015-21-Q1	FHJ0015-21-Q2	FHJ0015-21-Q3	FHJ0015-21-Q4	0	0	0	0	0	0	0
FHJ0015-32	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	62%涤纶 38%棉	420	143	286	35.5	32	中国	0	1	1	0	0	1	1	0	0	1	FHJ0015-32-D1	FHJ0015-32-D2	FHJ0015-32-Q1	FHJ0015-32-Q2	FHJ0015-32-Q3	FHJ0015-32-Q4	0	0	0	0	0	0	0
FHJ0015-51	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	62%涤纶 38%棉	420	143	286	35.5	32	中国	0	1	1	0	0	1	1	0	0	1	FHJ0015-51-D1	FHJ0015-51-D2	FHJ0015-51-Q1	FHJ0015-51-Q2	FHJ0015-51-Q3	FHJ0015-51-Q4	0	0	0	0	0	0	0
FHD0002-30	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	100%涤纶	416	142	284	1.42	1.6	中国	0	1	1	0	0	1	1	0	0	1	FHD0002-30-D1	FHD0002-30-D2	FHD0002-30-Q1	FHD0002-30-Q2	FHD0002-30-Q3	FHD0002-30-Q4	0	0	0	0	0	0	0
FHD0003-01	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	100%涤纶 	518	148	0	7.1	5.9	中国	0	1	1	0	0	1	1	0	0	1	FHD0003-01-D1	FHD0003-01-D2	FHD0003-01-Q1	FHD0003-01-Q2	FHD0003-01-Q3	FHD0003-01-Q4	0	0	0	0	0	0	0
FHD0003-40	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	100%涤纶 	518	148	0	7.1	5.9	中国	0	1	1	0	0	1	1	0	0	1	FHD0003-40-D1	FHD0003-40-D2	FHD0003-40-Q1	FHD0003-40-Q2	FHD0003-40-Q3	FHD0003-40-Q4	0	0	0	0	0	0	0
FHD0003-41	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	100%涤纶 	518	148	0	7.1	5.9	中国	0	1	1	0	0	1	1	0	0	1	FHD0003-41-D1	FHD0003-41-D2	FHD0003-41-Q1	FHD0003-41-Q2	FHD0003-41-Q3	FHD0003-41-Q4	0	0	0	0	0	0	0
